"","length","max_sp_length","length_index","hg_liv","hg_mus","se_liv","se_mus","species","genus","family","subord","format","sample","number","tissue","lat","long","trophic","X","author","source_doi","habit","hg_sea"
"1566","ND","330","ND","25.9","ND","9.9","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","5","both",27.740439,-84.440534,4.2,"","Kuehl & Haebler 1995","10.1007/BF00211632","n",1.12902591990805e-09
"1567","ND","330","ND","45.5","ND","18.4","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","6","both",27.740439,-84.440534,4.2,"","Kuehl & Haebler 1995","10.1007/BF00211632","n",1.12902591990805e-09
"1568","ND","330","ND","33.3","ND","13.8","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","6","both",27.740439,-84.440534,4.2,"","Kuehl & Haebler 1995","10.1007/BF00211632","n",1.12902591990805e-09
"1569","ND","330","ND","57.7","ND","22.9","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","6","both",27.740439,-84.440534,4.2,"","Kuehl & Haebler 1995","10.1007/BF00211632","n",1.12902591990805e-09
"1570","ND","330","ND","32.5","ND","10.5","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","6","both",38.534817,-74.082791,4.2,"","Kuehl et al 1994","10.1016/0045-6535(94)90341-7","n",7.91085833886473e-10
"1571","ND","330","ND","79.2","ND","38.4","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","6","both",38.534817,-74.082791,4.2,"","Kuehl et al 1994","10.1016/0045-6535(94)90341-7","n",7.91085833886473e-10
"1572","ND","330","ND","6.1","ND","3.7","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","6","both",38.534817,-74.082791,4.2,"","Kuehl et al 1994","10.1016/0045-6535(94)90341-7","n",7.91085833886473e-10
"1573","ND","235","ND","26","ND","11.2","ND","Delphinus delphis","Delphinus","Delphinidae","Odontoceti","ug/g","WW","6","both",38.534817,-74.082791,4.2,"","Kuehl et al 1994","10.1016/0045-6535(94)90341-7","n",7.91085833886473e-10
"1574","ND","270","ND","9.1","ND","4.4","ND","Lagenorhynchus acutus","Lagenorhynchus","Delphinidae","Odontoceti","ug/g","WW","1","liver",38.534817,-74.082791,4.1,"","Kuehl et al 1994","10.1016/0045-6535(94)90341-7","n",7.91085833886473e-10
"1575","144.01","330","0.4363939394","1.58","ND","ND","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","1","liver",47.207044,-4.327494,4.2,"","Lahaye et al 2006","10.1016/j.marpolbul.2006.02.020","n",6.48154848053946e-10
"1576","151.13","330","0.457969697","2.638","ND","ND","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","1","liver",47.207044,-4.327494,4.2,"","Lahaye et al 2006","10.1016/j.marpolbul.2006.02.020","n",6.48154848053946e-10
"1577","169.65","330","0.5140909091","6.795","ND","ND","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","1","liver",47.207044,-4.327494,4.2,"","Lahaye et al 2006","10.1016/j.marpolbul.2006.02.020","n",6.48154848053946e-10
"1578","226.55","330","0.6865151515","11.08","ND","ND","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","1","liver",47.207044,-4.327494,4.2,"","Lahaye et al 2006","10.1016/j.marpolbul.2006.02.020","n",6.48154848053946e-10
"1579","248.44","330","0.7528484848","90.971","ND","ND","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","1","liver",47.207044,-4.327494,4.2,"","Lahaye et al 2006","10.1016/j.marpolbul.2006.02.020","n",6.48154848053946e-10
"1580","254.08","330","0.7699393939","71.807","ND","ND","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","1","liver",47.207044,-4.327494,4.2,"","Lahaye et al 2006","10.1016/j.marpolbul.2006.02.020","n",6.48154848053946e-10
"1581","252.73","330","0.7658484848","86.086","ND","ND","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","1","liver",47.207044,-4.327494,4.2,"","Lahaye et al 2006","10.1016/j.marpolbul.2006.02.020","n",6.48154848053946e-10
"1582","158.17","330","0.4793030303","6.636","ND","ND","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","1","liver",43.081131,4.239724,4.2,"","Lahaye et al 2006","10.1016/j.marpolbul.2006.02.020","n",4.7750121848805e-10
"1583","239.75","330","0.7265151515","190.907","ND","ND","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","1","liver",43.081131,4.239724,4.2,"","Lahaye et al 2006","10.1016/j.marpolbul.2006.02.020","n",4.7750121848805e-10
"1584","239.8","330","0.7266666667","274.382","ND","ND","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","1","liver",43.081131,4.239724,4.2,"","Lahaye et al 2006","10.1016/j.marpolbul.2006.02.020","n",4.7750121848805e-10
"1585","254.51","330","0.7712424242","278.744","ND","ND","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","1","liver",43.081131,4.239724,4.2,"","Lahaye et al 2006","10.1016/j.marpolbul.2006.02.020","n",4.7750121848805e-10
"1586","254.52","330","0.7712727273","313.744","ND","ND","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","1","liver",43.081131,4.239724,4.2,"","Lahaye et al 2006","10.1016/j.marpolbul.2006.02.020","n",4.7750121848805e-10
"1587","252.52","330","0.7652121212","62.305","ND","ND","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","1","liver",44.682174,-1.202719,4.2,"","Lahaye et al 2006","10.1016/j.marpolbul.2006.02.020","n",7.3616401859872e-10
"1588","254.78","330","0.7720606061","204.948","ND","ND","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","1","liver",44.682174,-1.202719,4.2,"","Lahaye et al 2006","10.1016/j.marpolbul.2006.02.020","n",7.3616401859872e-10
"1589","254.44","330","0.771030303","334.174","ND","ND","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","WW","1","liver",44.682174,-1.202719,4.2,"","Lahaye et al 2006","10.1016/j.marpolbul.2006.02.020","n",7.3616401859872e-10
"1590","142.03","256","0.5548046875","1.249","ND","ND","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","liver",47.621624,-3.927687,4.2,"","Lahaye et al 2006","10.1016/j.marpolbul.2006.02.020","n",4.84236867271823e-10
"1591","132.87","256","0.5190234375","2.34","ND","ND","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","liver",47.621624,-3.927687,4.2,"","Lahaye et al 2006","10.1016/j.marpolbul.2006.02.020","n",4.84236867271823e-10
"1592","142.03","256","0.5548046875","2.779","ND","ND","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","liver",47.621624,-3.927687,4.2,"","Lahaye et al 2006","10.1016/j.marpolbul.2006.02.020","n",4.84236867271823e-10
"1593","149.01","256","0.5820703125","2.751","ND","ND","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","liver",47.621624,-3.927687,4.2,"","Lahaye et al 2006","10.1016/j.marpolbul.2006.02.020","n",4.84236867271823e-10
"1594","167.56","256","0.65453125","3.508","ND","ND","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","liver",47.621624,-3.927687,4.2,"","Lahaye et al 2006","10.1016/j.marpolbul.2006.02.020","n",4.84236867271823e-10
"1595","167.56","256","0.65453125","3.804","ND","ND","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","liver",47.621624,-3.927687,4.2,"","Lahaye et al 2006","10.1016/j.marpolbul.2006.02.020","n",4.84236867271823e-10
"1596","177.82","256","0.694609375","3.301","ND","ND","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","liver",47.621624,-3.927687,4.2,"","Lahaye et al 2006","10.1016/j.marpolbul.2006.02.020","n",4.84236867271823e-10
"1597","174.08","256","0.68","4.383","ND","ND","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","liver",47.621624,-3.927687,4.2,"","Lahaye et al 2006","10.1016/j.marpolbul.2006.02.020","n",4.84236867271823e-10
"1598","162.74","256","0.635703125","7.124","ND","ND","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","liver",47.621624,-3.927687,4.2,"","Lahaye et al 2006","10.1016/j.marpolbul.2006.02.020","n",4.84236867271823e-10
"1599","174.08","256","0.68","8.635","ND","ND","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","liver",47.621624,-3.927687,4.2,"","Lahaye et al 2006","10.1016/j.marpolbul.2006.02.020","n",4.84236867271823e-10
"1600","177.45","256","0.6931640625","7.344","ND","ND","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","liver",47.621624,-3.927687,4.2,"","Lahaye et al 2006","10.1016/j.marpolbul.2006.02.020","n",4.84236867271823e-10
"1601","194.29","256","0.7589453125","6.121","ND","ND","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","liver",47.621624,-3.927687,4.2,"","Lahaye et al 2006","10.1016/j.marpolbul.2006.02.020","n",4.84236867271823e-10
"1602","192.69","256","0.7526953125","12.059","ND","ND","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","liver",47.621624,-3.927687,4.2,"","Lahaye et al 2006","10.1016/j.marpolbul.2006.02.020","n",4.84236867271823e-10
"1603","192.69","256","0.7526953125","16.672","ND","ND","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","liver",47.621624,-3.927687,4.2,"","Lahaye et al 2006","10.1016/j.marpolbul.2006.02.020","n",4.84236867271823e-10
"1604","218.36","256","0.85296875","2.642","ND","ND","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","liver",47.621624,-3.927687,4.2,"","Lahaye et al 2006","10.1016/j.marpolbul.2006.02.020","n",4.84236867271823e-10
"1605","225.46","256","0.880703125","6.57","ND","ND","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","liver",47.621624,-3.927687,4.2,"","Lahaye et al 2006","10.1016/j.marpolbul.2006.02.020","n",4.84236867271823e-10
"1606","207.3","256","0.809765625","15.849","ND","ND","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","liver",47.621624,-3.927687,4.2,"","Lahaye et al 2006","10.1016/j.marpolbul.2006.02.020","n",4.84236867271823e-10
"1607","205.32","256","0.80203125","24.74","ND","ND","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","liver",47.621624,-3.927687,4.2,"","Lahaye et al 2006","10.1016/j.marpolbul.2006.02.020","n",4.84236867271823e-10
"1608","221.18","256","0.863984375","23.048","ND","ND","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","liver",47.621624,-3.927687,4.2,"","Lahaye et al 2006","10.1016/j.marpolbul.2006.02.020","n",4.84236867271823e-10
"1609","225.52","256","0.8809375","84.193","ND","ND","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","liver",47.621624,-3.927687,4.2,"","Lahaye et al 2006","10.1016/j.marpolbul.2006.02.020","n",4.84236867271823e-10
"1610","227.46","256","0.888515625","164.204","ND","ND","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","liver",47.621624,-3.927687,4.2,"","Lahaye et al 2006","10.1016/j.marpolbul.2006.02.020","n",4.84236867271823e-10
"1611","227.82","256","0.889921875","220.22","ND","ND","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","liver",47.621624,-3.927687,4.2,"","Lahaye et al 2006","10.1016/j.marpolbul.2006.02.020","n",4.84236867271823e-10
"1612","227.82","256","0.889921875","151.433","ND","ND","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","liver",47.621624,-3.927687,4.2,"","Lahaye et al 2006","10.1016/j.marpolbul.2006.02.020","n",4.84236867271823e-10
"1613","231.09","256","0.9026953125","128.792","ND","ND","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","liver",47.621624,-3.927687,4.2,"","Lahaye et al 2006","10.1016/j.marpolbul.2006.02.020","n",4.84236867271823e-10
"1614","233.44","256","0.911875","111.777","ND","ND","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","liver",47.621624,-3.927687,4.2,"","Lahaye et al 2006","10.1016/j.marpolbul.2006.02.020","n",4.84236867271823e-10
"1615","233.44","256","0.911875","256.325","ND","ND","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","liver",47.621624,-3.927687,4.2,"","Lahaye et al 2006","10.1016/j.marpolbul.2006.02.020","n",4.84236867271823e-10
"1616","234.08","256","0.914375","165.875","ND","ND","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","liver",47.621624,-3.927687,4.2,"","Lahaye et al 2006","10.1016/j.marpolbul.2006.02.020","n",4.84236867271823e-10
"1617","233.56","256","0.91234375","323.512","ND","ND","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","liver",47.621624,-3.927687,4.2,"","Lahaye et al 2006","10.1016/j.marpolbul.2006.02.020","n",4.84236867271823e-10
"1618","234.4","256","0.915625","176.26","ND","ND","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","liver",47.621624,-3.927687,4.2,"","Lahaye et al 2006","10.1016/j.marpolbul.2006.02.020","n",4.84236867271823e-10
"1619","133.88","256","0.52296875","1.118","ND","ND","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","liver",43.059324,4.658192,4.2,"","Lahaye et al 2006","10.1016/j.marpolbul.2006.02.020","n",5.04182536600069e-10
"1620","155.34","256","0.606796875","2.669","ND","ND","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","liver",43.059324,4.658192,4.2,"","Lahaye et al 2006","10.1016/j.marpolbul.2006.02.020","n",5.04182536600069e-10
"1621","133.88","256","0.52296875","4.295","ND","ND","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","liver",43.059324,4.658192,4.2,"","Lahaye et al 2006","10.1016/j.marpolbul.2006.02.020","n",5.04182536600069e-10
"1622","133.88","256","0.52296875","4.85","ND","ND","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","liver",43.059324,4.658192,4.2,"","Lahaye et al 2006","10.1016/j.marpolbul.2006.02.020","n",5.04182536600069e-10
"1623","142.03","256","0.5548046875","8.548","ND","ND","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","liver",43.059324,4.658192,4.2,"","Lahaye et al 2006","10.1016/j.marpolbul.2006.02.020","n",5.04182536600069e-10
"1624","167.56","256","0.65453125","5.819","ND","ND","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","liver",43.059324,4.658192,4.2,"","Lahaye et al 2006","10.1016/j.marpolbul.2006.02.020","n",5.04182536600069e-10
"1625","203.5","256","0.794921875","29.986","ND","ND","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","liver",43.059324,4.658192,4.2,"","Lahaye et al 2006","10.1016/j.marpolbul.2006.02.020","n",5.04182536600069e-10
"1626","235.07","256","0.9182421875","301.384","ND","ND","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","liver",43.059324,4.658192,4.2,"","Lahaye et al 2006","10.1016/j.marpolbul.2006.02.020","n",5.04182536600069e-10
"1627","233.12","256","0.910625","138.248","ND","ND","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","liver",43.059324,4.658192,4.2,"","Lahaye et al 2006","10.1016/j.marpolbul.2006.02.020","n",5.04182536600069e-10
"1628","232.61","256","0.9086328125","1036.059","ND","ND","ND","Stenella coeruleoalba","Stenella","Delphinidae","Odontoceti","ug/g","WW","1","liver",43.059324,4.658192,4.2,"","Lahaye et al 2006","10.1016/j.marpolbul.2006.02.020","n",5.04182536600069e-10
"1629","ND","235","ND","21.8","0.67","10.9","ND","Delphinus delphis","Delphinus","Delphinidae","Odontoceti","ug/g","WW","7","both",46.087433,-2.36223,4.2,"","Lahaye et al 2007ax","0.1016/j.marenvres.2007.01.005","n",6.31279303117274e-10
"1630","ND","235","ND","50.3","1.27","20.7","ND","Delphinus delphis","Delphinus","Delphinidae","Odontoceti","ug/g","WW","10","both",50.443557,-0.912075,4.2,"","Lahaye et al 2007ax","0.1016/j.marenvres.2007.01.005","n",6.18593294161947e-10
"1631","ND","178","ND","69.6","ND","36.8","ND","Phocoena phocoena","Phocoena","Phocoenidae","Odontoceti","ug/g","WW","1","liver",53.810508,-4.759448,4.1,"","Lahaye et al 2007x","0.1016/j.marenvres.2007.01.005","n",4.48385298763897e-10
"1632","ND","178","ND","36","ND","23.8","ND","Phocoena phocoena","Phocoena","Phocoenidae","Odontoceti","ug/g","WW","1","liver",51.291868,-9.122005,4.1,"","Lahaye et al 2007x","0.1016/j.marenvres.2007.01.005","n",4.58862112013406e-10
"1633","ND","178","ND","17.3","ND","11","ND","Phocoena phocoena","Phocoena","Phocoenidae","Odontoceti","ug/g","WW","102","liver",53.526079,3.473524,4.1,"","Lahaye et al 2007x","0.1016/j.marenvres.2007.01.005","n",5.62711545160533e-10
"1634","88","170","0.5176470588","1.3","ND","ND","ND","Pontoporia blainvillei","Pontoporia","Pontoporidae","Odontoceti","ug/g","WW","1","liver",-21.907051,-40.918641,4.1,"","Lailson-Brito et al 2002","10.5597/lajam00014","n",6.4426278007713e-10
"1635","89","170","0.5235294118","1.3","ND","ND","ND","Pontoporia blainvillei","Pontoporia","Pontoporidae","Odontoceti","ug/g","WW","1","liver",-21.907051,-40.918641,4.1,"","Lailson-Brito et al 2002","10.5597/lajam00014","n",6.4426278007713e-10
"1636","94","170","0.5529411765","1.1","ND","ND","ND","Pontoporia blainvillei","Pontoporia","Pontoporidae","Odontoceti","ug/g","WW","1","liver",-21.907051,-40.918641,4.1,"","Lailson-Brito et al 2002","10.5597/lajam00014","n",6.4426278007713e-10
"1637","94","170","0.5529411765","1.1","ND","ND","ND","Pontoporia blainvillei","Pontoporia","Pontoporidae","Odontoceti","ug/g","WW","1","liver",-21.907051,-40.918641,4.1,"","Lailson-Brito et al 2002","10.5597/lajam00014","n",6.4426278007713e-10
"1638","101","170","0.5941176471","2.4","ND","ND","ND","Pontoporia blainvillei","Pontoporia","Pontoporidae","Odontoceti","ug/g","WW","1","liver",-21.907051,-40.918641,4.1,"","Lailson-Brito et al 2002","10.5597/lajam00014","n",6.4426278007713e-10
"1639","102.5","170","0.6029411765","0.9","ND","ND","ND","Pontoporia blainvillei","Pontoporia","Pontoporidae","Odontoceti","ug/g","WW","1","liver",-21.907051,-40.918641,4.1,"","Lailson-Brito et al 2002","10.5597/lajam00014","n",6.4426278007713e-10
"1640","103","170","0.6058823529","2.5","ND","ND","ND","Pontoporia blainvillei","Pontoporia","Pontoporidae","Odontoceti","ug/g","WW","1","liver",-21.907051,-40.918641,4.1,"","Lailson-Brito et al 2002","10.5597/lajam00014","n",6.4426278007713e-10
"1641","107","170","0.6294117647","2.4","ND","ND","ND","Pontoporia blainvillei","Pontoporia","Pontoporidae","Odontoceti","ug/g","WW","1","liver",-21.907051,-40.918641,4.1,"","Lailson-Brito et al 2002","10.5597/lajam00014","n",6.4426278007713e-10
"1642","113","170","0.6647058824","2.3","ND","ND","ND","Pontoporia blainvillei","Pontoporia","Pontoporidae","Odontoceti","ug/g","WW","1","liver",-21.907051,-40.918641,4.1,"","Lailson-Brito et al 2002","10.5597/lajam00014","n",6.4426278007713e-10
