"","length","max_sp_length","length_index","hg_liv","hg_mus","se_liv","se_mus","species","genus","family","subord","format","sample","number","tissue","lat","long","trophic","X","author","source_doi","habit","hg_sea"
"3223","426.99","479","0.8914196242","3.757","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3224","425.24","479","0.8877661795","5.704","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3225","422.22","479","0.8814613779","8.658","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3226","412.3","479","0.8607515658","19.315","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3227","412.38","479","0.8609185804","9.837","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3228","409.31","479","0.8545093946","9.423","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3229","412.17","479","0.860480167","5.758","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3230","420.77","479","0.878434238","1.737","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3231","412.35","479","0.8608559499","1.258","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3232","399.96","479","0.8349895616","1.772","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3233","390.7","479","0.81565762","1.868","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3234","402.1","479","0.8394572025","4.547","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3235","406.62","479","0.8488935282","4.697","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3236","403.49","479","0.8423590814","7.13","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3237","402.39","479","0.8400626305","8.021","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3238","400.07","479","0.8352192067","8.927","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3239","390.3","479","0.814822547","12.173","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3240","395.02","479","0.8246764092","10.369","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3241","400.02","479","0.8351148225","12.576","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3242","402.66","479","0.8406263048","14.612","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3243","394.93","479","0.8244885177","16.789","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3244","367.85","479","0.767954071","23.379","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3245","353.92","479","0.7388726514","22.391","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3246","338.95","479","0.7076200418","21.676","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3247","277.48","479","0.5792901879","81.703","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3248","277.79","479","0.5799373695","43.433","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3249","394.65","479","0.8239039666","6.684","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3250","389.91","479","0.8140083507","7.763","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3251","385.21","479","0.8041962422","9.412","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3252","380.08","479","0.7934864301","12.169","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3253","380.63","479","0.7946346555","14.599","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3254","354.01","479","0.7390605428","16.768","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3255","318.49","479","0.6649060543","19.676","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3256","300.05","479","0.6264091858","20.312","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3257","300.09","479","0.6264926931","18.845","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3258","300.15","479","0.6266179541","16.751","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3259","286.06","479","0.5972025052","16.747","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3260","318.61","479","0.6651565762","14.735","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3261","318.62","479","0.665177453","13.818","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3262","300.26","479","0.6268475992","13.094","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3263","278.39","479","0.5811899791","12.675","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3264","255.51","479","0.5334237996","8.898","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3265","300.4","479","0.6271398747","9.598","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3266","300.44","479","0.627223382","8.905","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3267","318.82","479","0.6655949896","9.1","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3268","318.85","479","0.66565762","8.089","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3269","339.3","479","0.7083507307","8.537","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3270","343.6","479","0.7173277662","9.105","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3271","339.18","479","0.7081002088","11.772","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3272","339.16","479","0.7080584551","12.689","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3273","354.92","479","0.740960334","11.162","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3274","361","479","0.7536534447","10.696","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3275","368.11","479","0.7684968685","10.249","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3276","339.11","479","0.707954071","14.584","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3277","338.2","479","0.7060542797","15.552","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3278","380.87","479","0.7951356994","5.689","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3279","380.83","479","0.7950521921","6.4","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3280","373.51","479","0.7797703549","6.897","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3281","368.17","479","0.7686221294","8.012","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3282","318.39","479","0.664697286","2.464","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3283","318.32","479","0.6645511482","2.893","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3284","339.72","479","0.7092275574","2.803","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3285","354.54","479","0.7401670146","3.4","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3286","354.51","479","0.7401043841","3.744","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3287","337.89","479","0.7054070981","3.547","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3288","338.7","479","0.7070981211","4.121","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3289","338.66","479","0.7070146138","4.538","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3290","354.42","479","0.7399164927","4.999","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3291","266.19","479","0.5557202505","6.052","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3292","299.51","479","0.6252818372","6.74","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3293","299.55","479","0.6253653445","6.187","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3294","300.67","479","0.6277035491","5.326","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3295","318.05","479","0.6639874739","5.501","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3296","319.1","479","0.6661795407","4.537","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3297","338.61","479","0.7069102296","5.329","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3298","344.66","479","0.7195407098","5.161","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3299","338.52","479","0.7067223382","6.673","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3300","360.5","479","0.7526096033","5.163","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3301","360.51","479","0.7526304802","4.947","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3302","278.81","479","0.5820668058","5.381","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3303","277.7","479","0.5797494781","5.1","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3304","278.87","479","0.5821920668","4.783","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3305","300.75","479","0.6278705637","4.535","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3306","300.77","479","0.6279123173","4.253","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3307","299.8","479","0.6258872651","3.507","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3308","300.92","479","0.6282254697","3.185","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3309","286.93","479","0.5990187891","2.8","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3310","278.06","479","0.5805010438","2.462","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3311","265.49","479","0.5542588727","2.488","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3312","255.07","479","0.5325052192","2.052","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3313","265.67","479","0.5546346555","1.729","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3314","278.25","479","0.5808977035","1.674","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3315","240.9","479","0.5029227557","1.785","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3316","212.11","479","0.4428183716","1.226","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3317","190.15","479","0.3969728601","1.226","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3318","188.83","479","0.394217119","1.47","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3319","189.98","479","0.3966179541","1.727","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3320","219.63","479","0.4585177453","0.774","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3321","234.23","479","0.4889979123","0.673","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3322","259.1","479","0.5409185804","0.758","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3323","255.48","479","0.5333611691","0.909","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3324","255.39","479","0.5331732777","1.114","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3325","265.92","479","0.5551565762","1.068","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3326","278.43","479","0.5812734864","1.151","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3327","233.9","479","0.488308977","1.227","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3328","240.51","479","0.5021085595","0.378","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
